,tf,target,key
15662,Rela,Ifitm2,Rela_Ifitm2
15663,Rela,Ifitm3,Rela_Ifitm3
15664,Rela,Ifnar1,Rela_Ifnar1
15665,Rela,Ifnar2,Rela_Ifnar2
15667,Rela,Igbp1,Rela_Igbp1
15669,Rela,Igf2bp2,Rela_Igf2bp2
15674,Rela,Ikbke,Rela_Ikbke
15676,Rela,Il13ra1,Rela_Il13ra1
15678,Rela,Il15,Rela_Il15
15679,Rela,Il16,Rela_Il16
15682,Rela,Il1a,Rela_Il1a
15683,Rela,Il1r1,Rela_Il1r1
15686,Rela,Il1rn,Rela_Il1rn
15687,Rela,Il20rb,Rela_Il20rb
15691,Rela,Il33,Rela_Il33
15694,Rela,Il6,Rela_Il6
15695,Rela,Il6st,Rela_Il6st
15696,Rela,Il7,Rela_Il7
15698,Rela,Inf2,Rela_Inf2
15700,Rela,Insc,Rela_Insc
15704,Rela,Iqgap3,Rela_Iqgap3
15707,Rela,Irak3,Rela_Irak3
15708,Rela,Irf1,Rela_Irf1
15710,Rela,Irf2bp2,Rela_Irf2bp2
15712,Rela,Irgc1,Rela_Irgc1
15715,Rela,Isg20,Rela_Isg20
15719,Rela,Itgav,Rela_Itgav
15721,Rela,Itgb2,Rela_Itgb2
15726,Rela,Jak2,Rela_Jak2
15727,Rela,Jazf1,Rela_Jazf1
15730,Rela,Jmjd4,Rela_Jmjd4
15731,Rela,Junb,Rela_Junb
15732,Rela,Jund,Rela_Jund
15733,Rela,Kank2,Rela_Kank2
15734,Rela,Kank4os,Rela_Kank4os
15736,Rela,Kansl2,Rela_Kansl2
15737,Rela,Kat2b,Rela_Kat2b
15742,Rela,Kcnf1,Rela_Kcnf1
15743,Rela,Kcng4,Rela_Kcng4
15747,Rela,Kcnn3,Rela_Kcnn3
15751,Rela,Khdc3,Rela_Khdc3
15752,Rela,Kif23,Rela_Kif23
15753,Rela,Kif5c,Rela_Kif5c
15757,Rela,Klf2,Rela_Klf2
15758,Rela,Klf3,Rela_Klf3
15759,Rela,Klf6,Rela_Klf6
15761,Rela,Klhdc10,Rela_Klhdc10
15762,Rela,Klhdc8a,Rela_Klhdc8a
15763,Rela,Klhl2,Rela_Klhl2
15765,Rela,Klhl25,Rela_Klhl25
15766,Rela,Klhl38,Rela_Klhl38
15767,Rela,Klrb1-ps1,Rela_Klrb1-ps1
15768,Rela,Klrb1b,Rela_Klrb1b
15770,Rela,Kmt2e,Rela_Kmt2e
15772,Rela,Krt80,Rela_Krt80
15773,Rela,Krtap6-2,Rela_Krtap6-2
15776,Rela,Ky,Rela_Ky
15778,Rela,Lacc1,Rela_Lacc1
15779,Rela,Lag3,Rela_Lag3
15781,Rela,Lama5,Rela_Lama5
15782,Rela,Lamb1,Rela_Lamb1
15784,Rela,Lamc2,Rela_Lamc2
15787,Rela,Lax1,Rela_Lax1
15790,Rela,Lbp,Rela_Lbp
15792,Rela,Lcn2,Rela_Lcn2
15794,Rela,Ldah,Rela_Ldah
15796,Rela,Ldlr,Rela_Ldlr
15799,Rela,Lefty2,Rela_Lefty2
15803,Rela,Lgals1,Rela_Lgals1
15804,Rela,Lgals8,Rela_Lgals8
15805,Rela,Lgr4,Rela_Lgr4
15806,Rela,Lhfp,Rela_Lhfp
15808,Rela,Lifr,Rela_Lifr
15809,Rela,Lima1,Rela_Lima1
15810,Rela,Lims1,Rela_Lims1
15812,Rela,Lincred1,Rela_Lincred1
15813,Rela,Lingo4,Rela_Lingo4
15814,Rela,Lipc,Rela_Lipc
15816,Rela,Llph,Rela_Llph
15818,Rela,Lmna,Rela_Lmna
15820,Rela,Lncenc1,Rela_Lncenc1
15821,Rela,Lox,Rela_Lox
15824,Rela,Lpar6,Rela_Lpar6
15830,Rela,Lrmda,Rela_Lrmda
15831,Rela,Lrp11,Rela_Lrp11
15833,Rela,Lrrc25,Rela_Lrrc25
15835,Rela,Lrrc42,Rela_Lrrc42
15836,Rela,Lrrc43,Rela_Lrrc43
15839,Rela,Lrrc6,Rela_Lrrc6
15840,Rela,Lrrd1,Rela_Lrrd1
15841,Rela,Lrrfip1,Rela_Lrrfip1
15846,Rela,Lrtm2,Rela_Lrtm2
15852,Rela,Lvrn,Rela_Lvrn
15853,Rela,Ly6a,Rela_Ly6a
15854,Rela,Ly6c1,Rela_Ly6c1
15856,Rela,Ly6k,Rela_Ly6k
15857,Rela,Ly9,Rela_Ly9
15862,Rela,Macrod1,Rela_Macrod1
15864,Rela,Mafa,Rela_Mafa
15868,Rela,Maged2,Rela_Maged2
15871,Rela,Mall,Rela_Mall
15873,Rela,Maml3,Rela_Maml3
15874,Rela,Map2k1,Rela_Map2k1
15875,Rela,Map2k3,Rela_Map2k3
15877,Rela,Map3k14,Rela_Map3k14
15880,Rela,Map3k7cl,Rela_Map3k7cl
15881,Rela,Map4k2,Rela_Map4k2
15882,Rela,Map4k4,Rela_Map4k4
15885,Rela,Mapk8ip3,Rela_Mapk8ip3
15887,Rela,Marcks,Rela_Marcks
15892,Rela,Maz,Rela_Maz
15893,Rela,Mb,Rela_Mb
15896,Rela,Mbd1,Rela_Mbd1
15898,Rela,Mbnl1,Rela_Mbnl1
15899,Rela,Mbnl2,Rela_Mbnl2
15900,Rela,Mcc,Rela_Mcc
15901,Rela,Mcl1,Rela_Mcl1
15902,Rela,Mcpt4,Rela_Mcpt4
15903,Rela,Mcur1,Rela_Mcur1
15904,Rela,Mdc1,Rela_Mdc1
15905,Rela,Mdfic,Rela_Mdfic
15906,Rela,Mdm2,Rela_Mdm2
15914,Rela,Mefv,Rela_Mefv
15917,Rela,Mettl7a3,Rela_Mettl7a3
15918,Rela,Mfsd4b3,Rela_Mfsd4b3
15919,Rela,Mfsd6l,Rela_Mfsd6l
15920,Rela,Mfsd7a,Rela_Mfsd7a
15922,Rela,Mgst1,Rela_Mgst1
15927,Rela,Mical3,Rela_Mical3
15928,Rela,Micalcl,Rela_Micalcl
15929,Rela,Micall2,Rela_Micall2
15931,Rela,Mill1,Rela_Mill1
15933,Rela,Mir100,Rela_Mir100
15934,Rela,Mir101b,Rela_Mir101b
15935,Rela,Mir103-1,Rela_Mir103-1
15939,Rela,Mir1843a,Rela_Mir1843a
15940,Rela,Mir1843b,Rela_Mir1843b
15941,Rela,Mir1930,Rela_Mir1930
15942,Rela,Mir1932,Rela_Mir1932
15943,Rela,Mir1943,Rela_Mir1943
15946,Rela,Mir1955,Rela_Mir1955
15948,Rela,Mir199a-1,Rela_Mir199a-1
15950,Rela,Mir2137,Rela_Mir2137
15951,Rela,Mir21a,Rela_Mir21a
15953,Rela,Mir23a,Rela_Mir23a
15956,Rela,Mir3074-1,Rela_Mir3074-1
15957,Rela,Mir3075,Rela_Mir3075
15958,Rela,Mir3089,Rela_Mir3089
15960,Rela,Mir3109,Rela_Mir3109
15963,Rela,Mir365-2,Rela_Mir365-2
15964,Rela,Mir370,Rela_Mir370
15966,Rela,Mir5098,Rela_Mir5098
15967,Rela,Mir5104,Rela_Mir5104
15970,Rela,Mir5123,Rela_Mir5123
15972,Rela,Mir5617,Rela_Mir5617
15973,Rela,Mir6239,Rela_Mir6239
15974,Rela,Mir6367,Rela_Mir6367
15975,Rela,Mir6385,Rela_Mir6385
15977,Rela,Mir6406,Rela_Mir6406
15979,Rela,Mir6416,Rela_Mir6416
15980,Rela,Mir6715,Rela_Mir6715
15981,Rela,Mir684-1,Rela_Mir684-1
15982,Rela,Mir688,Rela_Mir688
15985,Rela,Mir6962,Rela_Mir6962
15987,Rela,Mir6985,Rela_Mir6985
15990,Rela,Mir7039,Rela_Mir7039
15992,Rela,Mir7063,Rela_Mir7063
15993,Rela,Mir7074,Rela_Mir7074
15994,Rela,Mir7080,Rela_Mir7080
15995,Rela,Mir7083,Rela_Mir7083
16001,Rela,Mir7671,Rela_Mir7671
16004,Rela,Mir8091,Rela_Mir8091
16007,Rela,Mir8108,Rela_Mir8108
16008,Rela,Mir8110,Rela_Mir8110
16012,Rela,Mirlet7c-1,Rela_Mirlet7c-1
16013,Rela,Misp,Rela_Misp
16016,Rela,Mlana,Rela_Mlana
16018,Rela,Mlph,Rela_Mlph
16021,Rela,Mmp12,Rela_Mmp12
16024,Rela,Mmp27,Rela_Mmp27
16026,Rela,Mmp9,Rela_Mmp9
16027,Rela,Mms19,Rela_Mms19
16031,Rela,Mocs1,Rela_Mocs1
16032,Rela,Mocs2,Rela_Mocs2
16033,Rela,Mocs3,Rela_Mocs3
16034,Rela,Morc3,Rela_Morc3
16036,Rela,Mpc1,Rela_Mpc1
16040,Rela,Mr1,Rela_Mr1
16041,Rela,Mrfap1,Rela_Mrfap1
16043,Rela,Mrln,Rela_Mrln
16047,Rela,Mrpl45,Rela_Mrpl45
16048,Rela,Mrps23,Rela_Mrps23
16052,Rela,Ms4a6c,Rela_Ms4a6c
16054,Rela,Msl2,Rela_Msl2
16057,Rela,Mst1r,Rela_Mst1r
16058,Rela,Msx2,Rela_Msx2
16059,Rela,Mt1,Rela_Mt1
16060,Rela,Mt2,Rela_Mt2
16061,Rela,Mta1,Rela_Mta1
16063,Rela,Mtf2,Rela_Mtf2
16064,Rela,Mthfd1,Rela_Mthfd1
16067,Rela,Mtmr14,Rela_Mtmr14
16070,Rela,Mtss1,Rela_Mtss1
16075,Rela,Mybpc2,Rela_Mybpc2
16077,Rela,Mycbp2,Rela_Mycbp2
16079,Rela,Myh9,Rela_Myh9
16080,Rela,Myl12b,Rela_Myl12b
16081,Rela,Mylk2,Rela_Mylk2
16082,Rela,Mylk3,Rela_Mylk3
16085,Rela,Myo18a,Rela_Myo18a
16086,Rela,Myo1c,Rela_Myo1c
16087,Rela,Myo1d,Rela_Myo1d
16091,Rela,Myof,Rela_Myof
16094,Rela,Myom2,Rela_Myom2
16095,Rela,Myrf,Rela_Myrf
16096,Rela,N4bp1,Rela_N4bp1
16097,Rela,N6amt1,Rela_N6amt1
16099,Rela,Nab1,Rela_Nab1
16102,Rela,Nacc2,Rela_Nacc2
16103,Rela,Nadk,Rela_Nadk
16105,Rela,Nat8,Rela_Nat8
16106,Rela,Nat8f3,Rela_Nat8f3
16107,Rela,Nat8f7,Rela_Nat8f7
16108,Rela,Nat9,Rela_Nat9
16116,Rela,Ncoa3,Rela_Ncoa3
16120,Rela,Ndufaf3,Rela_Ndufaf3
16121,Rela,Ndufb6,Rela_Ndufb6
16122,Rela,Neat1,Rela_Neat1
16123,Rela,Nedd9,Rela_Nedd9
16125,Rela,Nek6,Rela_Nek6
16126,Rela,Nek8,Rela_Nek8
16128,Rela,Neurl1a,Rela_Neurl1a
16129,Rela,Neurl3,Rela_Neurl3
16131,Rela,Nfe2l1,Rela_Nfe2l1
16133,Rela,Nfic,Rela_Nfic
16134,Rela,Nfil3,Rela_Nfil3
16136,Rela,Nfkb2,Rela_Nfkb2
16137,Rela,Nfkbia,Rela_Nfkbia
16138,Rela,Nfkbib,Rela_Nfkbib
16140,Rela,Nfkbie,Rela_Nfkbie
16141,Rela,Nfkbiz,Rela_Nfkbiz
16145,Rela,Nicn1,Rela_Nicn1
16146,Rela,Ninj1,Rela_Ninj1
16148,Rela,Ninl,Rela_Ninl
16150,Rela,Nme9,Rela_Nme9
16152,Rela,Nod1,Rela_Nod1
16153,Rela,Nod2,Rela_Nod2
16154,Rela,Nol4,Rela_Nol4
16156,Rela,Nos2,Rela_Nos2
16158,Rela,Noxa1,Rela_Noxa1
16161,Rela,Npsr1,Rela_Npsr1
16164,Rela,Nr1d1,Rela_Nr1d1
16165,Rela,Nr1d2,Rela_Nr1d2
16166,Rela,Nr1h4,Rela_Nr1h4
16168,Rela,Nr2e1,Rela_Nr2e1
16169,Rela,Nr2e3,Rela_Nr2e3
16172,Rela,Nrbf2,Rela_Nrbf2
16175,Rela,Nsun6,Rela_Nsun6
16176,Rela,Nsun7,Rela_Nsun7
16177,Rela,Nt5dc3,Rela_Nt5dc3
16179,Rela,Ntn4,Rela_Ntn4
16184,Rela,Numa1,Rela_Numa1
16185,Rela,Nupr1,Rela_Nupr1
16194,Rela,Obp2b,Rela_Obp2b
16195,Rela,Ocstamp,Rela_Ocstamp
16196,Rela,Oit3,Rela_Oit3
16197,Rela,Olfm2,Rela_Olfm2
16198,Rela,Olfr1355,Rela_Olfr1355
16203,Rela,Olfr1505,Rela_Olfr1505
16204,Rela,Olfr170,Rela_Olfr170
16205,Rela,Olfr295,Rela_Olfr295
16209,Rela,Olfr432,Rela_Olfr432
16210,Rela,Olfr433,Rela_Olfr433
16212,Rela,Olfr448,Rela_Olfr448
16214,Rela,Olfr543,Rela_Olfr543
16215,Rela,Olfr596,Rela_Olfr596
16216,Rela,Olfr854,Rela_Olfr854
16219,Rela,Olfr9,Rela_Olfr9
16223,Rela,Olr1,Rela_Olr1
16226,Rela,Orai2,Rela_Orai2
16228,Rela,Osbpl3,Rela_Osbpl3
16231,Rela,Osmr,Rela_Osmr
16234,Rela,Oxsm,Rela_Oxsm
16238,Rela,P2rx4,Rela_P2rx4
16242,Rela,Pacsin2,Rela_Pacsin2
16243,Rela,Paf1,Rela_Paf1
16245,Rela,Pak3,Rela_Pak3
16246,Rela,Palld,Rela_Palld
16248,Rela,Pam,Rela_Pam
16249,Rela,Pamr1,Rela_Pamr1
16250,Rela,Pan2,Rela_Pan2
16255,Rela,Parp14,Rela_Parp14
16256,Rela,Parp3,Rela_Parp3
16257,Rela,Parp8,Rela_Parp8
16258,Rela,Pate1,Rela_Pate1
16261,Rela,Pbp2,Rela_Pbp2
16263,Rela,Pbx4,Rela_Pbx4
16264,Rela,Pcmtd2,Rela_Pcmtd2
16266,Rela,Pcx,Rela_Pcx
16268,Rela,Pde4a,Rela_Pde4a
16269,Rela,Pde4dip,Rela_Pde4dip
16274,Rela,Pdgfa,Rela_Pdgfa
16276,Rela,Pdgfrb,Rela_Pdgfrb
16285,Rela,Peli3,Rela_Peli3
16286,Rela,Pelo,Rela_Pelo
16287,Rela,Pelp1,Rela_Pelp1
16288,Rela,Per1,Rela_Per1
16291,Rela,Pglyrp3,Rela_Pglyrp3
16293,Rela,Phip,Rela_Phip
16294,Rela,Phlda1,Rela_Phlda1
16297,Rela,Phldb2,Rela_Phldb2
16298,Rela,Phyhip,Rela_Phyhip
16302,Rela,Pim3,Rela_Pim3
16306,Rela,Pitpnm2os1,Rela_Pitpnm2os1
16308,Rela,Pkd2l1,Rela_Pkd2l1
16309,Rela,Pkhd1l1,Rela_Pkhd1l1
16311,Rela,Pla2g15,Rela_Pla2g15
16313,Rela,Platr22,Rela_Platr22
16314,Rela,Plaur,Rela_Plaur
16315,Rela,Plcg1,Rela_Plcg1
16317,Rela,Plec,Rela_Plec
16319,Rela,Plekhf1,Rela_Plekhf1
16326,Rela,Plp1,Rela_Plp1
16327,Rela,Plppr2,Rela_Plppr2
16328,Rela,Plscr1,Rela_Plscr1
16329,Rela,Plscr2,Rela_Plscr2
16332,Rela,Plxnd1,Rela_Plxnd1
16334,Rela,Pnrc1,Rela_Pnrc1
16336,Rela,Pola2,Rela_Pola2
16339,Rela,Polm,Rela_Polm
16343,Rela,Popdc2,Rela_Popdc2
16348,Rela,Ppfibp2,Rela_Ppfibp2
16354,Rela,Ppp1r12b,Rela_Ppp1r12b
16355,Rela,Ppp1r18,Rela_Ppp1r18
16356,Rela,Ppp1r27,Rela_Ppp1r27
16360,Rela,Ppp4r1l-ps,Rela_Ppp4r1l-ps
16362,Rela,Prelp,Rela_Prelp
16365,Rela,Prkcd,Rela_Prkcd
16367,Rela,Prl2c2,Rela_Prl2c2
16368,Rela,Prl2c3,Rela_Prl2c3
16369,Rela,Prl2c5,Rela_Prl2c5
16370,Rela,Prl7d1,Rela_Prl7d1
16371,Rela,Prlhr,Rela_Prlhr
16374,Rela,Prnp,Rela_Prnp
16378,Rela,Prr13,Rela_Prr13
16380,Rela,Prrc2a,Rela_Prrc2a
16381,Rela,Prss22,Rela_Prss22
16382,Rela,Prss27,Rela_Prss27
16385,Rela,Prss42,Rela_Prss42
16386,Rela,Prss46,Rela_Prss46
16390,Rela,Psen2,Rela_Psen2
16391,Rela,Psg-ps1,Rela_Psg-ps1
16392,Rela,Psg22,Rela_Psg22
16394,Rela,Psma6,Rela_Psma6
16397,Rela,Psmc3,Rela_Psmc3
16398,Rela,Psmc6,Rela_Psmc6
16399,Rela,Psmd10,Rela_Psmd10
16401,Rela,Pspn,Rela_Pspn
16402,Rela,Pstpip1,Rela_Pstpip1
16406,Rela,Ptgir,Rela_Ptgir
16407,Rela,Ptgis,Rela_Ptgis
16409,Rela,Ptgs2,Rela_Ptgs2
16413,Rela,Ptp4a2,Rela_Ptp4a2
16414,Rela,Ptpn1,Rela_Ptpn1
16418,Rela,Ptpn23,Rela_Ptpn23
16419,Rela,Ptpn3,Rela_Ptpn3
16421,Rela,Ptprb,Rela_Ptprb
16426,Rela,Pvt1,Rela_Pvt1
16427,Rela,Pwp1,Rela_Pwp1
16428,Rela,Pxdn,Rela_Pxdn
16430,Rela,Pycr2,Rela_Pycr2
16432,Rela,Pyroxd1,Rela_Pyroxd1
16434,Rela,Rab12,Rela_Rab12
16437,Rela,Rab32,Rela_Rab32
16439,Rela,Rab3gap1,Rela_Rab3gap1
16443,Rela,Rabgap1,Rela_Rabgap1
16446,Rela,Rad52,Rela_Rad52
16448,Rela,Ralb,Rela_Ralb
16449,Rela,Ralbp1,Rela_Ralbp1
16450,Rela,Ralgds,Rela_Ralgds
16452,Rela,Rapgef1,Rela_Rapgef1
16453,Rela,Rapgef3,Rela_Rapgef3
16454,Rela,Raph1,Rela_Raph1
16458,Rela,Rasef,Rela_Rasef
16459,Rela,Rasgrf2,Rela_Rasgrf2
16460,Rela,Rasgrp3,Rela_Rasgrp3
16461,Rela,Rasl12,Rela_Rasl12
16462,Rela,Rassf4,Rela_Rassf4
16463,Rela,Rassf6,Rela_Rassf6
16467,Rela,Rbm47,Rela_Rbm47
16468,Rela,Rbp1,Rela_Rbp1
16469,Rela,Rbp2,Rela_Rbp2
16470,Rela,Rbpj,Rela_Rbpj
16472,Rela,Rcan2,Rela_Rcan2
16478,Rela,Rdh8,Rela_Rdh8
16479,Rela,Rel,Rela_Rel
16480,Rela,Rela,Rela_Rela
16481,Rela,Relb,Rela_Relb
16483,Rela,Rffl,Rela_Rffl
16484,Rela,Rfk,Rela_Rfk
16485,Rela,Rfx5,Rela_Rfx5
16486,Rela,Rfx8,Rela_Rfx8
16489,Rela,Rgs4,Rela_Rgs4
16492,Rela,Rhbdd2,Rela_Rhbdd2
16493,Rela,Rhbdf2,Rela_Rhbdf2
16494,Rela,Rhbdl2,Rela_Rhbdl2
16496,Rela,Rhobtb1,Rela_Rhobtb1
16497,Rela,Rhog,Rela_Rhog
16498,Rela,Rhou,Rela_Rhou
16500,Rela,Rin2,Rela_Rin2
16501,Rela,Rin3,Rela_Rin3
16502,Rela,Riok3,Rela_Riok3
16503,Rela,Ripor2,Rela_Ripor2
16506,Rela,Rmrp,Rela_Rmrp
16507,Rela,Rnase10,Rela_Rnase10
16510,Rela,Rnaseh2b,Rela_Rnaseh2b
16511,Rela,Rnd1,Rela_Rnd1
16513,Rela,Rnf114,Rela_Rnf114
16514,Rela,Rnf122,Rela_Rnf122
16517,Rela,Rnf14,Rela_Rnf14
16519,Rela,Rnf150,Rela_Rnf150
16521,Rela,Rnf19a,Rela_Rnf19a
16522,Rela,Rnu12,Rela_Rnu12
16525,Rela,Rpp25,Rela_Rpp25
16527,Rela,Rras,Rela_Rras
16528,Rela,Rrbp1,Rela_Rrbp1
16530,Rela,Rsl1,Rela_Rsl1
16532,Rela,Rufy1,Rela_Rufy1
16533,Rela,Runx1,Rela_Runx1
16536,Rela,S100a3,Rela_S100a3
16537,Rela,S100a4,Rela_S100a4
16539,Rela,Saa1,Rela_Saa1
16540,Rela,Saa3,Rela_Saa3
16541,Rela,Saa4,Rela_Saa4
16542,Rela,Sac3d1,Rela_Sac3d1
16543,Rela,Sacm1l,Rela_Sacm1l
16544,Rela,Samd4,Rela_Samd4
16546,Rela,Sars2,Rela_Sars2
16547,Rela,Sbno2,Rela_Sbno2
16548,Rela,Sc5d,Rela_Sc5d
16549,Rela,Scamp1,Rela_Scamp1
16551,Rela,Scarb2,Rela_Scarb2
16552,Rela,Scarletltr,Rela_Scarletltr
16555,Rela,Schip1,Rela_Schip1
16560,Rela,Sdc4,Rela_Sdc4
16564,Rela,Sec63,Rela_Sec63
16565,Rela,Secisbp2l,Rela_Secisbp2l
16566,Rela,Selp,Rela_Selp
16571,Rela,Serp2,Rela_Serp2
16572,Rela,Serpina16,Rela_Serpina16
16574,Rela,Serpina3g,Rela_Serpina3g
16575,Rela,Serpina3h,Rela_Serpina3h
16576,Rela,Serpina3i,Rela_Serpina3i
16577,Rela,Serpina3n,Rela_Serpina3n
16578,Rela,Serpinb1a,Rela_Serpinb1a
16579,Rela,Serpinb1b,Rela_Serpinb1b
16580,Rela,Serpinb1c,Rela_Serpinb1c
16581,Rela,Serpinb2,Rela_Serpinb2
16582,Rela,Serpinb6b,Rela_Serpinb6b
16583,Rela,Serpinb9,Rela_Serpinb9
16584,Rela,Serpinb9b,Rela_Serpinb9b
16585,Rela,Serpine1,Rela_Serpine1
16588,Rela,Sertad4,Rela_Sertad4
16590,Rela,Setdb1,Rela_Setdb1
16592,Rela,Sf3b6,Rela_Sf3b6
16595,Rela,Sfxn1,Rela_Sfxn1
16596,Rela,Sfxn5,Rela_Sfxn5
16599,Rela,Sgms1,Rela_Sgms1
16600,Rela,Sgo2a,Rela_Sgo2a
16601,Rela,Sh3bp4,Rela_Sh3bp4
16604,Rela,Sh3kbp1,Rela_Sh3kbp1
16606,Rela,Sh3tc1,Rela_Sh3tc1
16607,Rela,Shisa5,Rela_Shisa5
16608,Rela,Shroom2,Rela_Shroom2
16612,Rela,Sik2,Rela_Sik2
16613,Rela,Sike1,Rela_Sike1
16614,Rela,Sil1,Rela_Sil1
16617,Rela,Skil,Rela_Skil
16619,Rela,Slc10a6,Rela_Slc10a6
16620,Rela,Slc11a2,Rela_Slc11a2
16622,Rela,Slc16a13,Rela_Slc16a13
16623,Rela,Slc17a8,Rela_Slc17a8
16625,Rela,Slc1a5,Rela_Slc1a5
16626,Rela,Slc1a7,Rela_Slc1a7
16627,Rela,Slc23a2,Rela_Slc23a2
16628,Rela,Slc25a12,Rela_Slc25a12
16629,Rela,Slc25a18,Rela_Slc25a18
16630,Rela,Slc25a19,Rela_Slc25a19
16631,Rela,Slc25a25,Rela_Slc25a25
16633,Rela,Slc25a37,Rela_Slc25a37
16638,Rela,Slc29a2,Rela_Slc29a2
16642,Rela,Slc34a2,Rela_Slc34a2
16643,Rela,Slc35b2,Rela_Slc35b2
16644,Rela,Slc35c1,Rela_Slc35c1
16646,Rela,Slc38a7,Rela_Slc38a7
16649,Rela,Slc39a14,Rela_Slc39a14
16650,Rela,Slc43a3,Rela_Slc43a3
16651,Rela,Slc44a2,Rela_Slc44a2
16653,Rela,Slc45a4,Rela_Slc45a4
16654,Rela,Slc48a1,Rela_Slc48a1
16655,Rela,Slc5a1,Rela_Slc5a1
16657,Rela,Slc6a6,Rela_Slc6a6
16658,Rela,Slc6a8,Rela_Slc6a8
16661,Rela,Slc7a2,Rela_Slc7a2
16663,Rela,Slc8b1,Rela_Slc8b1
16664,Rela,Slc9a3r1,Rela_Slc9a3r1
16665,Rela,Slc9a8,Rela_Slc9a8
16667,Rela,Slco1a6,Rela_Slco1a6
16672,Rela,Slfn1,Rela_Slfn1
16673,Rela,Slfn2,Rela_Slfn2
16675,Rela,Slfn5,Rela_Slfn5
16677,Rela,Slpi,Rela_Slpi
16678,Rela,Smad3,Rela_Smad3
16687,Rela,Smpdl3b,Rela_Smpdl3b
16688,Rela,Smyd4,Rela_Smyd4
16691,Rela,Snhg6,Rela_Snhg6
16693,Rela,Snn,Rela_Snn
16695,Rela,Snora34,Rela_Snora34
16704,Rela,Socs3,Rela_Socs3
16705,Rela,Socs5,Rela_Socs5
16706,Rela,Sod2,Rela_Sod2
16707,Rela,Sorbs2os,Rela_Sorbs2os
16709,Rela,Sos1,Rela_Sos1
16710,Rela,Sox5os3,Rela_Sox5os3
16712,Rela,Sp100,Rela_Sp100
16714,Rela,Spag9,Rela_Spag9
16716,Rela,Spata13,Rela_Spata13
16717,Rela,Spata4,Rela_Spata4
16721,Rela,Specc1,Rela_Specc1
16723,Rela,Spink13,Rela_Spink13
16726,Rela,Spint2,Rela_Spint2
16727,Rela,Sppl2a,Rela_Sppl2a
16729,Rela,Sprr2a2,Rela_Sprr2a2
16730,Rela,Sprr2a3,Rela_Sprr2a3
16733,Rela,Sptan1,Rela_Sptan1
16736,Rela,Sqor,Rela_Sqor
16737,Rela,Sqstm1,Rela_Sqstm1
16738,Rela,Srd5a3,Rela_Srd5a3
16741,Rela,Srpx,Rela_Srpx
16745,Rela,St3gal4,Rela_St3gal4
16747,Rela,St5,Rela_St5
16748,Rela,St6galnac6,Rela_St6galnac6
16749,Rela,Stac2,Rela_Stac2
16751,Rela,Stat1,Rela_Stat1
16752,Rela,Stat2,Rela_Stat2
16753,Rela,Stat3,Rela_Stat3
16755,Rela,Steap2,Rela_Steap2
16756,Rela,Steap4,Rela_Steap4
16757,Rela,Stfa3,Rela_Stfa3
16758,Rela,Stim2,Rela_Stim2
16759,Rela,Stk-ps2,Rela_Stk-ps2
16761,Rela,Stk40,Rela_Stk40
16762,Rela,Stn1,Rela_Stn1
16763,Rela,Stom,Rela_Stom
16764,Rela,Ston1,Rela_Ston1
16765,Rela,Stx11,Rela_Stx11
16766,Rela,Stx6,Rela_Stx6
16767,Rela,Stxbp1,Rela_Stxbp1
16768,Rela,Stxbp3,Rela_Stxbp3
16769,Rela,Stxbp3-ps,Rela_Stxbp3-ps
16770,Rela,Stxbp6,Rela_Stxbp6
16772,Rela,Sugct,Rela_Sugct
16774,Rela,Sulf2,Rela_Sulf2
16775,Rela,Sun2,Rela_Sun2
16777,Rela,Surf4,Rela_Surf4
16778,Rela,Susd6,Rela_Susd6
16780,Rela,Sybu,Rela_Sybu
16782,Rela,Syne3,Rela_Syne3
16783,Rela,Synpo,Rela_Synpo
16784,Rela,Sys1,Rela_Sys1
16787,Rela,Szrd1,Rela_Szrd1
16789,Rela,Taar8a,Rela_Taar8a
16790,Rela,Tab1,Rela_Tab1
16791,Rela,Tab2,Rela_Tab2
16794,Rela,Tada1,Rela_Tada1
16796,Rela,Tagln2,Rela_Tagln2
16797,Rela,Tango6,Rela_Tango6
16798,Rela,Tap1,Rela_Tap1
16799,Rela,Tapbp,Rela_Tapbp
16801,Rela,Tas2r143,Rela_Tas2r143
16802,Rela,Tatdn2,Rela_Tatdn2
16804,Rela,Tbc1d10a,Rela_Tbc1d10a
16805,Rela,Tbc1d13,Rela_Tbc1d13
16808,Rela,Tbc1d31,Rela_Tbc1d31
16810,Rela,Tbccd1,Rela_Tbccd1
16811,Rela,Tbk1,Rela_Tbk1
16812,Rela,Tbl1x,Rela_Tbl1x
16813,Rela,Tcim,Rela_Tcim
16814,Rela,Tcirg1,Rela_Tcirg1
16815,Rela,Tcp11,Rela_Tcp11
16818,Rela,Terf2,Rela_Terf2
16819,Rela,Tes,Rela_Tes
16820,Rela,Tet3,Rela_Tet3
16822,Rela,Tfe3,Rela_Tfe3
16823,Rela,Tfip11,Rela_Tfip11
16824,Rela,Tfpi,Rela_Tfpi
16827,Rela,Tgtp2,Rela_Tgtp2
16830,Rela,Thrb,Rela_Thrb
16831,Rela,Tiam1,Rela_Tiam1
16834,Rela,Timp1,Rela_Timp1
16835,Rela,Timp2,Rela_Timp2
16836,Rela,Timp3,Rela_Timp3
16837,Rela,Tjap1,Rela_Tjap1
16838,Rela,Tjp2,Rela_Tjp2
16839,Rela,Tle3,Rela_Tle3
